"filename", "language", "Python", "SQLite", "comment", "blank", "total"
"/home/lars/Projects/music-downloader/src/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/lars/Projects/music-downloader/src/actual_donwload.py", "Python", 37, 0, 0, 17, 54
"/home/lars/Projects/music-downloader/src/create_custom_objects.py", "Python", 58, 0, 0, 6, 64
"/home/lars/Projects/music-downloader/src/metal_archives.py", "Python", 30, 0, 0, 12, 42
"/home/lars/Projects/music-downloader/src/music_kraken/__init__.py", "Python", 86, 0, 12, 28, 126
"/home/lars/Projects/music-downloader/src/music_kraken/__main__.py", "Python", 3, 0, 0, 3, 6
"/home/lars/Projects/music-downloader/src/music_kraken/database/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/lars/Projects/music-downloader/src/music_kraken/database/data_models.py", "Python", 122, 0, 24, 52, 198
"/home/lars/Projects/music-downloader/src/music_kraken/database/database.py", "Python", 104, 0, 47, 38, 189
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/__init__.py", "Python", 0, 0, 0, 3, 3
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/fetch_audio.py", "Python", 75, 0, 12, 20, 107
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/fetch_source.py", "Python", 54, 0, 1, 16, 71
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/__init__.py", "Python", 6, 0, 0, 2, 8
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/metadata_fetch.py", "Python", 257, 0, 24, 65, 346
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/metadata_search.py", "Python", 253, 0, 40, 72, 365
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/sources/__init__.py", "Python", 3, 0, 0, 2, 5
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/sources/musicbrainz.py", "Python", 42, 0, 6, 12, 60
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/genius.py", "Python", 115, 0, 16, 42, 173
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/local_files.py", "Python", 40, 0, 0, 18, 58
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/musify.py", "Python", 136, 0, 9, 37, 182
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/source.py", "Python", 11, 0, 5, 8, 24
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/youtube.py", "Python", 71, 0, 4, 24, 99
"/home/lars/Projects/music-downloader/src/music_kraken/objects/__init__.py", "Python", 29, 0, 0, 8, 37
"/home/lars/Projects/music-downloader/src/music_kraken/objects/album.py", "Python", 16, 0, 6, 5, 27
"/home/lars/Projects/music-downloader/src/music_kraken/objects/cache.py", "Python", 37, 0, 56, 18, 111
"/home/lars/Projects/music-downloader/src/music_kraken/objects/collection.py", "Python", 91, 0, 31, 39, 161
"/home/lars/Projects/music-downloader/src/music_kraken/objects/formatted_text.py", "Python", 50, 0, 10, 19, 79
"/home/lars/Projects/music-downloader/src/music_kraken/objects/lyrics.py", "Python", 25, 0, 0, 7, 32
"/home/lars/Projects/music-downloader/src/music_kraken/objects/metadata.py", "Python", 261, 0, 62, 61, 384
"/home/lars/Projects/music-downloader/src/music_kraken/objects/option.py", "Python", 23, 0, 0, 11, 34
"/home/lars/Projects/music-downloader/src/music_kraken/objects/parents.py", "Python", 62, 0, 31, 31, 124
"/home/lars/Projects/music-downloader/src/music_kraken/objects/song.py", "Python", 436, 0, 93, 99, 628
"/home/lars/Projects/music-downloader/src/music_kraken/objects/source.py", "Python", 120, 0, 17, 41, 178
"/home/lars/Projects/music-downloader/src/music_kraken/objects/target.py", "Python", 58, 0, 11, 21, 90
"/home/lars/Projects/music-downloader/src/music_kraken/pages/__init__.py", "Python", 6, 0, 0, 5, 11
"/home/lars/Projects/music-downloader/src/music_kraken/pages/abstract.py", "Python", 428, 0, 44, 103, 575
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/__init__.py", "Python", 4, 0, 0, 2, 6
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/download.py", "Python", 33, 0, 0, 13, 46
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/multiple_options.py", "Python", 69, 0, 0, 31, 100
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/page_attributes.py", "Python", 24, 0, 1, 9, 34
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/search.py", "Python", 85, 0, 23, 38, 146
"/home/lars/Projects/music-downloader/src/music_kraken/pages/encyclopaedia_metallum.py", "Python", 451, 0, 83, 117, 651
"/home/lars/Projects/music-downloader/src/music_kraken/pages/musify.py", "Python", 564, 0, 259, 155, 978
"/home/lars/Projects/music-downloader/src/music_kraken/pages/support_classes/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/lars/Projects/music-downloader/src/music_kraken/pages/support_classes/default_target.py", "Python", 55, 0, 0, 15, 70
"/home/lars/Projects/music-downloader/src/music_kraken/pages/support_classes/download_result.py", "Python", 51, 0, 0, 15, 66
"/home/lars/Projects/music-downloader/src/music_kraken/pages/youtube.py", "Python", 25, 0, 16, 6, 47
"/home/lars/Projects/music-downloader/src/music_kraken/static_files/new_db.sql", "SQLite", 0, 72, 0, 10, 82
"/home/lars/Projects/music-downloader/src/music_kraken/static_files/temp_database_structure.sql", "SQLite", 0, 135, 0, 10, 145
"/home/lars/Projects/music-downloader/src/music_kraken/tagging/__init__.py", "Python", 5, 0, 0, 2, 7
"/home/lars/Projects/music-downloader/src/music_kraken/tagging/id3.py", "Python", 60, 0, 4, 24, 88
"/home/lars/Projects/music-downloader/src/music_kraken/utils/__init__.py", "Python", 1, 0, 1, 1, 3
"/home/lars/Projects/music-downloader/src/music_kraken/utils/functions.py", "Python", 3, 0, 0, 1, 4
"/home/lars/Projects/music-downloader/src/music_kraken/utils/object_handeling.py", "Python", 19, 0, 0, 6, 25
"/home/lars/Projects/music-downloader/src/music_kraken/utils/phonetic_compares.py", "Python", 39, 0, 2, 17, 58
"/home/lars/Projects/music-downloader/src/music_kraken/utils/shared.py", "Python", 75, 0, 27, 17, 119
"/home/lars/Projects/music-downloader/src/music_kraken/utils/string_processing.py", "Python", 10, 0, 5, 7, 22
"/home/lars/Projects/music-downloader/src/music_kraken_cli.py", "Python", 3, 0, 0, 3, 6
"/home/lars/Projects/music-downloader/src/music_kraken_gtk.py", "Python", 3, 0, 0, 2, 5
"/home/lars/Projects/music-downloader/src/musify_search.py", "Python", 38, 0, 0, 14, 52
"/home/lars/Projects/music-downloader/src/tests/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/lars/Projects/music-downloader/src/tests/conftest.py", "Python", 3, 0, 1, 2, 6
"/home/lars/Projects/music-downloader/src/tests/test_building_objects.py", "Python", 81, 0, 1, 13, 95
"/home/lars/Projects/music-downloader/src/tests/test_download.py", "Python", 30, 0, 1, 12, 43
"/home/lars/Projects/music-downloader/src/tests/test_objects.py", "Python", 173, 0, 15, 51, 239
"Total", "-", 5049, 207, 1000, 1543, 7799
