"filename", "language", "Python", "comment", "blank", "total"
"/home/lars/Projects/music-downloader/src/create_custom_objects.py", "Python", -22, -3, -12, -37
"/home/lars/Projects/music-downloader/src/donwload.py", "Python", 9, 0, 6, 15
"/home/lars/Projects/music-downloader/src/metal_archives.py", "Python", -18, -4, -3, -25
"/home/lars/Projects/music-downloader/src/music_kraken/__init__.py", "Python", -33, -1, -11, -45
"/home/lars/Projects/music-downloader/src/music_kraken/database/__init__.py", "Python", -18, 0, -4, -22
"/home/lars/Projects/music-downloader/src/music_kraken/database/data_models.py", "Python", -1, 1, 0, 0
"/home/lars/Projects/music-downloader/src/music_kraken/database/database.py", "Python", 20, -1, 12, 31
"/home/lars/Projects/music-downloader/src/music_kraken/database/object_cache.py", "Python", -35, -56, -16, -107
"/home/lars/Projects/music-downloader/src/music_kraken/database/old_database.py", "Python", -432, -154, -115, -701
"/home/lars/Projects/music-downloader/src/music_kraken/database/read.py", "Python", 0, 0, -1, -1
"/home/lars/Projects/music-downloader/src/music_kraken/database/temp_database.py", "Python", -12, 0, -8, -20
"/home/lars/Projects/music-downloader/src/music_kraken/database/write.py", "Python", -210, -62, -63, -335
"/home/lars/Projects/music-downloader/src/music_kraken/objects/__init__.py", "Python", 4, 0, 1, 5
"/home/lars/Projects/music-downloader/src/music_kraken/objects/album.py", "Python", 1, 0, 0, 1
"/home/lars/Projects/music-downloader/src/music_kraken/objects/artist.py", "Python", -18, 0, -5, -23
"/home/lars/Projects/music-downloader/src/music_kraken/objects/cache.py", "Python", 37, 56, 18, 111
"/home/lars/Projects/music-downloader/src/music_kraken/objects/collection.py", "Python", 33, 15, 13, 61
"/home/lars/Projects/music-downloader/src/music_kraken/objects/formatted_text.py", "Python", -3, -47, -1, -51
"/home/lars/Projects/music-downloader/src/music_kraken/objects/lyrics.py", "Python", 4, 0, 0, 4
"/home/lars/Projects/music-downloader/src/music_kraken/objects/metadata.py", "Python", -3, -6, -3, -12
"/home/lars/Projects/music-downloader/src/music_kraken/objects/option.py", "Python", 23, 0, 11, 34
"/home/lars/Projects/music-downloader/src/music_kraken/objects/parents.py", "Python", 44, 16, 19, 79
"/home/lars/Projects/music-downloader/src/music_kraken/objects/song.py", "Python", 108, 2, 5, 115
"/home/lars/Projects/music-downloader/src/music_kraken/objects/source.py", "Python", 2, -21, -1, -20
"/home/lars/Projects/music-downloader/src/music_kraken/objects/target.py", "Python", 7, 0, 2, 9
"/home/lars/Projects/music-downloader/src/music_kraken/pages/__init__.py", "Python", -1, 0, 0, -1
"/home/lars/Projects/music-downloader/src/music_kraken/pages/abstract.py", "Python", 107, -36, 26, 97
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/__init__.py", "Python", 2, 0, 2, 4
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/page_attributes.py", "Python", 14, 0, 6, 20
"/home/lars/Projects/music-downloader/src/music_kraken/pages/download_center/search.py", "Python", 98, 8, 42, 148
"/home/lars/Projects/music-downloader/src/music_kraken/pages/encyclopaedia_metallum.py", "Python", 100, 20, 20, 140
"/home/lars/Projects/music-downloader/src/music_kraken/pages/musify.py", "Python", 500, 248, 135, 883
"/home/lars/Projects/music-downloader/src/music_kraken/target/__init__.py", "Python", -4, 0, -2, -6
"/home/lars/Projects/music-downloader/src/music_kraken/target/set_target.py", "Python", -37, -7, -18, -62
"/home/lars/Projects/music-downloader/src/musify_search.py", "Python", 26, 0, 11, 37
"/home/lars/Projects/music-downloader/src/python.py", "Python", 12, 43, 6, 61
"/home/lars/Projects/music-downloader/src/test.py", "Python", 1, 0, 0, 1
"/home/lars/Projects/music-downloader/src/tests/example_data_objects.py", "Python", -36, -5, -6, -47
"/home/lars/Projects/music-downloader/src/tests/test_building_objects.py", "Python", 81, 1, 13, 95
"/home/lars/Projects/music-downloader/src/tests/test_objects.py", "Python", 173, 15, 51, 239
"Total", "-", 523, 22, 130, 675
