"filename", "language", "Python", "Database", "SQLite", "comment", "blank", "total"
"/home/lars/Projects/music-downloader/src/music_kraken/pages/__init__.py", "Python", 7, 0, 0, 0, 5, 12
"/home/lars/Projects/music-downloader/src/music_kraken/pages/abstract.py", "Python", 70, 0, 0, 68, 27, 165
"/home/lars/Projects/music-downloader/src/music_kraken/pages/encyclopaedia_metallum.py", "Python", 299, 0, 0, 60, 76, 435
"/home/lars/Projects/music-downloader/src/music_kraken/pages/youtube.py", "Python", 25, 0, 0, 16, 6, 47
"/home/lars/Projects/music-downloader/src/music_kraken/static_files/new_db.sql", "SQLite", 0, 0, 1, 0, 0, 1
"/home/lars/Projects/music-downloader/src/music_kraken/tagging/song.py", "Python", -3, 0, 0, 0, -1, -4
"/home/lars/Projects/music-downloader/src/music_kraken/utils/shared.py", "Python", 1, 0, 0, 0, 1, 2
"/home/lars/Projects/music-downloader/src/music_kraken/utils/string_processing.py", "Python", 2, 0, 0, 5, 2, 9
"/home/lars/Projects/music-downloader/src/music_kraken_cli.py", "Python", -3, 0, 0, 0, 0, -3
"/home/lars/Projects/music-downloader/src/test.db", "Database", 0, -1, 0, 0, 1, 0
"Total", "-", 171, -1, 1, 111, 54, 336
